Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU32,OUT049,2077.2693679999975
FDY27,OUT049,3121.9739286666677
NCP54,OUT013,2059.2239686666653
NCZ41,OUT049,1900.162129333335
DRL49,OUT013,1801.5793426666673
FDI05,OUT018,1240.4763926666683
FDY56,OUT045,5870.1943693333415
DRC13,OUT013,1884.3560373333303
NCV29,OUT017,3091.031983333332
FDR24,OUT049,1165.0789813333345
FDZ34,OUT018,3275.7049293333343
FDP37,OUT035,2300.800621333334
FDX08,OUT027,4981.557767333332
FDS57,OUT045,2355.376247333332
NCG18,OUT049,1734.6864166666653
FDK25,OUT018,2863.1286433333357
FDH53,OUT049,1297.5487686666675
DRI59,OUT018,3495.0505200000016
FDA52,OUT046,2587.1989299999996
FDT20,OUT010,87.75022066666672
FDE36,OUT019,466.2442046666665
FDI24,OUT017,3485.132319333341
FDB28,OUT018,3000.017123333333
FDV11,OUT017,2523.3109813333363
FDP01,OUT046,1936.676820666666
FDD34,OUT027,3471.629895333333
FDJ50,OUT027,1410.5993893333348
FDZ44,OUT013,1494.3969773333326
DRO59,OUT035,1138.8264873333342
DRB48,OUT045,646.7869713333332
FDR21,OUT018,2488.3853326666667
NCE42,OUT010,627.7939166666662
FDO23,OUT046,1451.2198473333335
NCE30,OUT018,2640.256532000003
FDQ22,OUT035,581.8625940000001
FDY01,OUT045,1827.5322266666697
FDS08,OUT017,1883.2596866666665
FDG28,OUT018,3116.833952666668
FDQ51,OUT018,660.6156373333342
FDB05,OUT017,4642.403685999994
FDO56,OUT049,1894.5805060000012
FDE02,OUT018,1149.568060666667
FDN45,OUT017,3302.3369293333267
FDS09,OUT013,754.813021333333
NCA54,OUT018,2636.789933333333
FDP09,OUT010,483.0179259999995
FDC53,OUT045,1185.2016766666661
NCM55,OUT017,2817.2306106666633
FDL09,OUT018,2340.142743333337
FDA11,OUT019,318.3389539999996
FDA50,OUT045,1545.2951680000044
FDC23,OUT017,3872.8609493333324
FDE22,OUT049,2184.660688666665
FDD23,OUT046,3814.2261626666636
NCA29,OUT049,3189.170903333331
FDK38,OUT046,2255.1755666666636
DRC13,OUT046,2090.3900666666636
NCP43,OUT049,2444.6600273333356
FDX28,OUT049,1515.4384766666672
FDF08,OUT049,1436.1306000000006
FDZ33,OUT046,2316.8708139999985
FDD10,OUT049,2496.2928173333376
FDO58,OUT017,2429.91255733333
FDI50,OUT017,3740.2979500000088
FDO58,OUT045,2716.863479999996
FDX08,OUT013,3500.71425866667
NCK17,OUT010,73.39113400000001
FDF39,OUT035,4704.063423999995
FDU45,OUT010,311.09283066666626
NCJ18,OUT018,1875.680663333335
DRC27,OUT019,540.3433060000004
DRC25,OUT035,1449.1935959999967
FDU59,OUT035,2147.9395993333324
FDU28,OUT035,2899.5123939999976
NCP30,OUT046,766.5732686666657
FDB39,OUT018,900.4834033333332
FDE41,OUT013,1398.7481493333335
DRH11,OUT010,134.44499400000004
FDA58,OUT045,3414.0337566666626
FDU50,OUT046,1360.7287499999968
FDM34,OUT013,2001.8985886666694
FDM44,OUT027,2664.3984400000045
FDR39,OUT045,2896.181174666665
FDM25,OUT045,2737.629782000002
FDQ49,OUT049,1561.960141999999
DRH25,OUT018,863.0721013333357
FDM09,OUT027,3629.826194666674
FDL44,OUT019,503.4846179999997
NCR42,OUT018,373.55596733333385
DRL59,OUT046,792.643777333335
FDX43,OUT013,2211.3037853333344
DRK47,OUT010,579.8696326666661
FDU48,OUT018,1390.0283886666673
FDY12,OUT045,661.5743893333339
NCN43,OUT018,1733.1173479999977
NCM55,OUT018,2556.4922339999976
FDQ21,OUT027,3488.037426666664
FDX13,OUT035,3880.7262666666584
NCK30,OUT027,5482.843026
FDG20,OUT049,2006.896527333335
DRG27,OUT017,659.703491333332
FDY14,OUT018,4126.315473999997
FDP59,OUT035,1631.380888666666
FDU60,OUT017,3536.1570119999947
NCC18,OUT019,477.57390133333405
DRJ39,OUT017,5508.141206666655
FDS07,OUT049,2106.7354566666677
FDM08,OUT027,5706.063572666666
FDP51,OUT045,2000.4249513333352
FDU16,OUT035,1516.119812
FDH12,OUT013,1881.3754726666677
DRE48,OUT010,482.62510399999996
NCL42,OUT027,7722.907151999995
FDR21,OUT045,2575.969103333334
NCW29,OUT035,2464.4764546666697
FDO11,OUT013,5142.943248666659
NCM31,OUT049,2137.763955999996
FDV35,OUT019,291.1698753333341
FDF58,OUT017,906.6709046666666
NCE43,OUT049,2892.9409480000013
FDA02,OUT035,2446.075962
DRL37,OUT010,124.71543666666648
FDR24,OUT018,1292.6307260000005
FDW59,OUT049,1371.9186286666668
FDS22,OUT049,594.1599200000006
FDW24,OUT017,888.1527873333335
FDU24,OUT035,1789.2820166666654
FDA21,OUT027,5384.941574666675
FDH58,OUT027,2781.3617453333354
FDW36,OUT018,1678.5772313333334
FDI45,OUT027,5250.410026666665
FDU01,OUT018,3584.1567533333296
FDF35,OUT027,2631.381418000001
FDU43,OUT019,438.69340066666666
FDE24,OUT019,228.83102133333315
FDK50,OUT049,2825.6796126666686
FDG31,OUT045,936.9958753333337
FDC60,OUT045,1645.1873613333344
FDL36,OUT013,1529.5534366666668
FDP21,OUT013,3355.6808253333365
FDW16,OUT045,1180.2103960000002
FDX02,OUT017,3880.502114000002
FDQ58,OUT027,3045.7797766666695
FDT51,OUT046,1618.823900666664
FDD59,OUT049,1485.4153353333325
NCM42,OUT018,1796.1952399999998
FDA57,OUT018,593.8558713333331
FDZ48,OUT035,2231.113554666665
FDE46,OUT045,1359.4348786666703
NCZ30,OUT019,474.92845600000106
FDB56,OUT017,3393.0588373333376
FDA25,OUT027,3080.811953333329
FDD20,OUT013,2182.6100246666642
FDL25,OUT013,1336.8176526666682
NCO18,OUT049,3022.578865999997
FDJ45,OUT017,740.6137266666657
FDR12,OUT035,2732.2612146666634
NCF19,OUT010,114.84828066666661
FDK25,OUT046,3644.2762740000076
NCR17,OUT046,1941.728023333335
FDC52,OUT046,2413.327479333338
NCA54,OUT017,3070.0259933333296
FDR45,OUT010,575.078092
NCM19,OUT049,2283.6007880000016
FDF39,OUT027,5884.990664666654
FDX23,OUT049,1411.7689780000003
FDD58,OUT027,2708.820616000001
FDX28,OUT013,1866.2906640000012
NCD31,OUT013,2850.296457999995
FDU57,OUT018,2291.135424666665
FDI27,OUT046,688.157564000001
NCM42,OUT046,1750.3482519999993
FDD32,OUT027,2073.0881440000003
FDI34,OUT013,3548.7894573333315
NCM29,OUT049,1903.260318666662
FDG46,OUT018,2062.175681999998
DRC01,OUT010,115.60951199999978
FDB15,OUT027,5804.801712666656
NCA17,OUT027,3332.4466246666652
FDF10,OUT046,2775.2230693333363
FDR26,OUT027,4348.8746593333335
FDI02,OUT049,2063.5561073333274
NCM54,OUT010,283.3178740000002
FDF14,OUT013,2381.211506666665
FDJ33,OUT010,241.17051466666678
FDM20,OUT035,4609.464340666665
FDC03,OUT027,6290.445109999995
NCX05,OUT046,1983.8354346666647
NCM41,OUT027,2823.398138000003
NCU29,OUT010,449.357297333334
FDQ59,OUT017,1296.6943253333352
FDH46,OUT010,228.05647400000007
FDH09,OUT013,644.3146340000004
NCD06,OUT045,750.8049053333317
FDC15,OUT035,2153.463519999997
DRD37,OUT027,1125.838948666666
FDT28,OUT027,3323.409499333331
FDR28,OUT027,3913.9474673333316
FDT38,OUT017,1311.1044566666667
FDV34,OUT027,1990.6177173333274
FDY52,OUT035,1025.178865999999
FDB34,OUT013,1665.440997333335
DRL23,OUT018,1552.732154000001
DRB24,OUT046,2333.7222120000033
FDJ50,OUT046,922.3904426666675
FDQ49,OUT035,1799.7972179999979
FDP20,OUT035,1845.3268413333342
FDV19,OUT027,4645.872504000003
NCR54,OUT045,3001.1667379999944
FDO09,OUT010,564.2100166666658
FDS57,OUT018,2054.1461340000005
FDN10,OUT049,1977.064248666664
FDV23,OUT049,1969.023603999997
FDY28,OUT049,3416.428417333334
DRG51,OUT013,2340.491178666666
FDD45,OUT019,227.35738399999957
NCL18,OUT027,5347.769960666682
NCM29,OUT013,2264.7542093333354
FDF17,OUT027,5334.8312473333335
FDE22,OUT017,2338.6114033333292
FDQ22,OUT017,549.2628066666667
FDS01,OUT013,3636.2955513333313
FDW35,OUT027,996.6493360000006
FDJ33,OUT046,2097.3809666666652
NCF54,OUT035,2964.854006000002
FDE09,OUT013,1111.4265980000002
NCE06,OUT045,1929.583831333331
DRH49,OUT049,959.1559186666655
FDY43,OUT045,2520.13733466667
NCT05,OUT017,4146.455923999993
FDZ34,OUT045,4594.390628666676
FDL38,OUT017,1729.3289459999976
FDZ31,OUT017,2941.1825966666665
FDR14,OUT035,789.465692000002
NCN54,OUT049,1269.134644000003
NCC42,OUT027,4098.809056666668
FDK08,OUT017,1245.5031826666682
FDP59,OUT013,1457.0788873333336
FDV22,OUT035,3228.473077333331
FDD33,OUT035,3687.8573226666645
DRE60,OUT027,6921.372725333336
FDK52,OUT046,3830.5493593333304
FDA02,OUT017,1521.4328960000053
FDM56,OUT049,1458.4770673333344
FDE57,OUT035,2280.431579999998
FDM32,OUT045,1176.8702993333354
NCQ30,OUT027,2838.9401293333344
FDQ27,OUT027,2240.1484606666636
FDT60,OUT027,3477.1249646666624
FDU43,OUT049,4231.050252666669
NCO55,OUT035,1905.2421833333308
FDG02,OUT045,2552.2000433333387
FDJ28,OUT013,2738.044797333334
FDP40,OUT045,1761.3872160000021
FDJ38,OUT045,3013.619417333339
NCC54,OUT017,4330.873646666661
NCZ41,OUT046,1856.938393333331
FDK38,OUT019,405.87611866666714
FDU52,OUT013,2261.882392
FDC40,OUT046,1239.506544
NCR30,OUT017,1456.8081286666645
NCN18,OUT017,2148.634250666666
FDB50,OUT035,1409.7982100000004
FDG04,OUT013,3487.1297193333353
FDR26,OUT035,2204.8033580000006
NCT17,OUT018,2580.938190666669
FDX35,OUT027,6034.77125200001
FDS12,OUT046,3614.164359333342
NCZ29,OUT027,3757.746348666659
FDB38,OUT010,375.2848280000001
FDP12,OUT013,572.4481820000015
FDP22,OUT046,778.9460520000003
FDS26,OUT018,4501.045468666663
FDR52,OUT046,3016.5334020000005
DRJ13,OUT046,3181.4942293333365
FDU48,OUT027,3599.5700233333323
FDE29,OUT035,1251.297862000001
NCT29,OUT049,1883.4505493333315
DRK37,OUT018,3161.0719240000035
FDK55,OUT046,1138.6223086666694
FDR07,OUT046,1465.456870666666
FDO21,OUT027,5651.237161999989
FDK46,OUT049,4241.110490666668
FDB12,OUT045,1887.0702820000001
FDT31,OUT027,4722.563786666661
FDJ33,OUT045,2240.439193333333
FDC26,OUT027,3456.662711333337
NCQ02,OUT045,3234.0214106666685
FDP08,OUT010,557.8582846666666
FDB11,OUT027,5500.520015999999
FDV55,OUT013,2671.194038666667
FDW20,OUT049,2300.8960526666633
NCJ18,OUT019,384.33083066666757
FDC41,OUT018,1142.925595999999
FDE14,OUT027,2665.2595413333333
FDG35,OUT013,2623.1232786666646
FDF45,OUT035,1194.3275753333353
FDS19,OUT027,2374.5135586666656
FDS58,OUT019,389.761539333334
FDA26,OUT017,3623.1881686666648
FDM32,OUT049,1005.0140033333349
FDL45,OUT046,2034.289758666665
FDZ55,OUT049,3107.375154
FDY37,OUT049,2466.948792000003
FDO46,OUT046,3001.8880213333387
FDQ60,OUT046,2237.425338666665
FDA19,OUT018,1763.3335713333322
FDL15,OUT046,2580.312338666668
FDM10,OUT018,3015.6301333333317
NCL05,OUT017,601.7922073333327
DRK49,OUT010,65.73665333333334
NCE18,OUT027,6302.711365333316
FDG40,OUT049,584.7233146666669
DRI59,OUT045,4328.731990000007
FDK28,OUT035,4869.21067533332
NCD06,OUT019,112.81315199999966
FDO11,OUT019,496.0698253333336
FDK27,OUT046,1892.2346706666688
FDT43,OUT027,1548.812811333334
FDD38,OUT018,1027.398199333332
FDA16,OUT049,3778.605862666669
FDL14,OUT027,4044.2711593333393
NCM17,OUT049,691.839437999999
FDD20,OUT045,2095.7741693333305
FDA40,OUT045,1271.8444500000007
FDL43,OUT045,1191.2870886666658
FDV15,OUT045,2352.0472473333316
FDE52,OUT046,1330.7499953333338
NCL17,OUT010,422.0217686666673
NCJ31,OUT045,2927.254060666663
FDR60,OUT045,876.7054659999981
NCA18,OUT035,1461.4931413333327
FDS21,OUT027,1622.5834513333295
FDW09,OUT035,1204.1680993333346
FDL26,OUT035,2796.7128739999966
FDS47,OUT018,1234.473095999998
FDC39,OUT046,3285.0194713333394
FDT51,OUT035,1734.4888959999978
FDK40,OUT035,4293.144979999994
NCG19,OUT045,3002.1188320000015
FDZ07,OUT046,1021.1241439999983
FDF08,OUT027,1942.1652320000017
FDO04,OUT013,836.1626846666679
FDK41,OUT018,1088.1724233333312
FDP15,OUT049,4112.366963999999
NCD43,OUT018,1409.5895926666662
NCP18,OUT013,2245.5103699999995
FDZ51,OUT046,1649.2997859999984
DRH13,OUT035,1266.4181799999983
FDF38,OUT045,512.0800960000007
NCI43,OUT045,471.67713266666726
FDM38,OUT027,2169.116478000002
FDS03,OUT013,1220.5312440000023
DRJ47,OUT017,2739.3342299999986
FDT50,OUT010,170.76660333333328
FDV02,OUT046,2833.336312666667
NCG18,OUT017,1807.8023533333321
FDW52,OUT046,3348.019686666672
FDS40,OUT035,635.2974826666662
FDN31,OUT017,2907.2179193333345
FDA37,OUT045,1967.0950033333338
FDA15,OUT046,4091.8137180000017
FDL39,OUT046,2539.0926606666626
FDJ53,OUT045,2142.653147333332
FDX22,OUT013,3309.6008073333337
NCZ42,OUT045,4247.870579999999
FDD56,OUT027,3982.2075026666666
FDD40,OUT017,2725.727497333332
FDS50,OUT013,4215.68580799999
NCN14,OUT013,3135.005853999999
FDT15,OUT013,3171.7358206666713
NCS18,OUT027,2823.6045359999994
NCO26,OUT010,207.6386073333332
FDF58,OUT018,750.6073846666659
NCB19,OUT013,1852.0780533333302
FDH26,OUT017,1998.804838000001
DRB24,OUT027,4585.346845333331
FDA49,OUT018,1332.6364286666658
FDB32,OUT045,1597.7224793333303
FDI36,OUT017,3090.2396813333335
NCA17,OUT010,380.7488266666665
FDH22,OUT013,2231.180134666667
NCM26,OUT018,2309.6757353333346
FDT15,OUT027,5567.938923999991
FDB16,OUT018,1241.8057733333335
NCP54,OUT027,3652.1216173333355
FDJ36,OUT013,1743.8456053333343
FDO28,OUT045,1749.360648666666
FDU09,OUT013,813.4056406666671
FDF29,OUT017,2258.346993999999
FDY08,OUT013,1938.501112666671
DRJ59,OUT018,301.36105400000065
FDT23,OUT027,2005.0211906666682
FDU15,OUT018,345.6522893333333
FDT47,OUT013,1876.3264893333335
FDI53,OUT019,432.6013306666681
FDR59,OUT018,3641.124820666668
FDD53,OUT035,696.8462540000004
FDY51,OUT017,3578.3531966666637
FDT04,OUT049,494.94240400000047
FDU51,OUT049,3627.145239999998
FDG14,OUT035,3080.081792666669
NCU06,OUT045,3818.7314093333375
DRG25,OUT046,3821.6121039999975
DRH49,OUT035,1134.9271186666647
FDN15,OUT035,1755.6879680000031
FDL43,OUT018,761.6108393333325
NCT18,OUT049,3813.7401286666686
NCB31,OUT013,3478.1325420000003
FDK57,OUT035,2030.9452233333327
FDY04,OUT019,398.88743800000003
NCP54,OUT046,2470.845941333333
FDF41,OUT013,3023.2801753333297
FDM01,OUT045,2110.9189
FDW03,OUT045,1597.558248666665
FDF28,OUT045,1934.6772013333334
FDY37,OUT017,2444.0119820000014
FDQ03,OUT017,3427.6604633333245
FDP51,OUT027,3134.455459333334
FDJ40,OUT017,2006.2484820000016
FDC32,OUT049,1284.2926906666657
DRI49,OUT027,2217.129535333329
NCW54,OUT017,799.0132639999994
FDF09,OUT017,545.9582193333323
FDP45,OUT018,2936.692885333336
DRJ23,OUT018,3280.736158
FDS59,OUT017,2675.9811406666636
FDY08,OUT046,2473.029765333334
FDX16,OUT049,3218.9565760000014
FDY16,OUT018,2516.271256000001
FDK32,OUT035,2717.83776733333
FDQ22,OUT013,565.2508839999999
NCC31,OUT018,2661.0716593333304
FDG58,OUT049,2184.338885333335
DRF48,OUT013,2670.4217106666674
DRH36,OUT049,1055.6258999999986
NCR30,OUT035,1375.336401999998
FDB03,OUT019,583.7867559999988
FDZ28,OUT027,4102.77500533333
FDR35,OUT017,2507.107628666672
DRD15,OUT027,6222.593432000007
FDJ33,OUT019,272.8603753333332
FDA56,OUT010,216.20079533333302
FDP56,OUT046,811.659025333334
NCT30,OUT046,813.5521166666678
FDK15,OUT017,1312.427179333333
FDH44,OUT018,1809.7531473333322
FDV01,OUT013,2685.517616000003
DRG03,OUT017,2302.9356200000016
FDG50,OUT027,2424.961224666665
FDR16,OUT010,707.685477999999
FDZ60,OUT046,1206.9200726666681
DRG03,OUT045,2212.349091333332
FDS56,OUT018,3916.4353400000055
FDU33,OUT045,894.1383293333333
DRD27,OUT035,1193.2689533333346
FDW22,OUT046,3443.699585333335
DRA24,OUT045,2187.0708846666703
FDF38,OUT049,639.6340600000008
FDX48,OUT013,2652.192106666669
FDS58,OUT018,2563.365509333331
FDC32,OUT046,1173.0952133333337
NCQ29,OUT045,3677.506352000001
DRK39,OUT018,1331.6909926666683
NCS38,OUT017,1891.5644320000033
DRO47,OUT013,2001.9673879999987
DRG27,OUT027,971.6019400000017
FDC57,OUT027,6095.4766766666635
FDS55,OUT046,2630.7355919999895
NCJ06,OUT018,2038.0160193333313
FDO01,OUT019,250.7558153333332
NCM55,OUT045,2870.0463053333315
FDC52,OUT049,2473.7843386666714
FDQ15,OUT045,1233.7118646666638
NCT30,OUT027,1388.4748553333322
NCR42,OUT027,880.793478000002
FDD28,OUT035,717.0377486666661
FDQ34,OUT049,1794.058022
FDZ12,OUT027,3222.847067333327
DRE13,OUT019,188.78093199999995
NCN07,OUT019,255.6805159999996
FDM28,OUT035,2535.8324599999955
FDI10,OUT017,3349.2292233333387
FDQ25,OUT013,2683.6866660000014
FDA38,OUT010,725.7131226666677
DRI13,OUT049,3746.401116666671
FDY20,OUT027,2251.773328666666
NCZ53,OUT035,3015.3527166666636
NCM31,OUT013,3506.9283920000044
DRB01,OUT017,2669.9312379999974
DRF37,OUT046,4167.641679999999
NCF42,OUT049,2629.9810186666678
FDF16,OUT018,2303.439408666665
FDB41,OUT013,707.0263359999987
FDR34,OUT013,4964.850625999998
FDR15,OUT018,1835.2377519999989
NCV42,OUT019,314.23984533333334
FDW51,OUT035,3526.1744506666655
FDU36,OUT017,1376.770091333333
FDX60,OUT049,1185.5079446666691
FDY03,OUT035,1534.1186053333329
FDW55,OUT045,4680.327653999999
FDT01,OUT010,652.8568480000007
FDG58,OUT013,2187.6190600000027
FDK21,OUT017,4193.581247999997
NCS41,OUT019,431.8689506666661
FDS10,OUT045,3427.0323919999996
NCT53,OUT046,2301.5130273333357
FDJ28,OUT018,2364.4244693333358
FDX44,OUT045,1311.7147733333327
FDT20,OUT018,352.4878360000004
FDO44,OUT017,1841.4807366666682
NCX17,OUT049,3255.28706266667
FDY01,OUT017,1918.689124000003
FDJ12,OUT027,4924.272335333321
DRK35,OUT018,440.974875333334
FDD47,OUT019,315.5226200000003
NCM53,OUT035,1488.2760560000004
FDO45,OUT013,1297.1847980000005
NCM42,OUT010,226.90907866666626
FDE04,OUT046,2776.3926579999984
NCI30,OUT027,5050.541305333324
FDZ19,OUT013,2646.0645273333357
FDW57,OUT013,3173.393662666665
FDA25,OUT013,1641.847264666666
FDT22,OUT046,806.292677333333
FDP51,OUT013,2234.751042000003
FDD48,OUT027,2531.2251240000023
FDY39,OUT035,3682.4399299999955
FDO48,OUT010,595.6624086666661
FDD23,OUT027,5053.741584
DRN35,OUT027,890.4631133333334
FDT01,OUT035,3064.4687826666745
FDC20,OUT010,182.7354680000002
DRJ35,OUT035,935.8107513333324
FDB32,OUT046,1608.634941333331
FDL24,OUT046,3245.3333526666634
NCV42,OUT035,1649.9167606666686
FDZ46,OUT046,1865.8601133333336
FDC15,OUT013,2090.984847999997
FDD08,OUT019,85.50203600000012
FDY50,OUT049,1247.2231660000007
FDD36,OUT013,2085.771633999998
FDG57,OUT027,1604.9863573333337
FDL21,OUT018,468.2305079999992
FDN16,OUT027,2717.3539526666614
FDJ09,OUT027,966.0025620000002
FDS01,OUT010,418.7038653333329
FDV33,OUT017,4287.8696246666705
DRE12,OUT017,1292.677332000001
FDR07,OUT013,1552.914139333333
FDP48,OUT010,489.9955099999995
NCB55,OUT035,951.2373373333334
FDQ08,OUT013,837.4121693333341
FDR34,OUT035,5475.128623333314
FDO33,OUT046,1525.2568073333334
FDP13,OUT045,623.7591686666661
FDX12,OUT049,3813.1608826666675
NCT06,OUT049,2613.608996666663
FDR16,OUT019,571.7268986666666
FDE36,OUT046,3070.55197533334
FDZ36,OUT049,3939.485335999995
FDV13,OUT045,1406.1740386666663
NCZ17,OUT035,651.6783819999998
FDU56,OUT045,2710.1855059999943
FDM09,OUT035,2935.4877873333385
FDV02,OUT017,2779.888108000004
FDS34,OUT018,1615.9343286666665
FDA11,OUT049,1586.843307333335
FDP09,OUT017,4677.342650666667
FDB29,OUT027,2500.6782199999993
FDT19,OUT017,2682.45715533333
DRH15,OUT017,749.6530713333332
FDY38,OUT046,4333.559040000003
FDF14,OUT027,3454.489984000002
FDN48,OUT010,230.02724200000006
FDQ12,OUT013,3243.0052720000053
NCJ43,OUT045,2683.8375806666713
FDE17,OUT019,299.85190733333314
FDB05,OUT035,4367.235203999992
FDH10,OUT045,1408.3889333333386
NCR06,OUT017,745.3675386666677
FDU32,OUT018,1625.6017446666672
FDD56,OUT049,2861.4841173333357
FDO36,OUT018,3086.624387333332
FDH16,OUT010,189.9172306666666
FDX10,OUT018,408.9831853333333
FDZ37,OUT017,1344.4588173333345
FDU31,OUT010,557.2102393333329
DRC49,OUT049,2079.2556713333342
FDL15,OUT045,2852.935245333336
FDN32,OUT019,479.3915353333335
DRH59,OUT027,2041.0786993333297
NCU29,OUT049,2399.9559959999983
FDR37,OUT019,540.891481333333
FDS14,OUT018,2177.2414573333313
FDU02,OUT027,6445.845049333328
FDJ08,OUT035,3088.4708726666704
NCZ06,OUT045,3368.2067426666554
FDO31,OUT049,1173.0086593333333
FDH31,OUT018,1284.4946499999992
FDS58,OUT017,2406.5518546666617
NCA53,OUT027,1249.267171999998
FDF50,OUT046,2399.1925453333297
NCW42,OUT049,3289.8598373333357
NCQ17,OUT045,2289.5352853333393
FDK51,OUT018,4564.529498666668
NCW41,OUT010,379.49934200000047
NCR29,OUT017,743.7385479999976
FDB08,OUT019,322.78205933333385
FDA40,OUT027,2411.915983333336
FDL14,OUT018,2578.6478386666677
FDB47,OUT046,3590.8391660000025
FDO03,OUT035,4299.123863999998
DRK13,OUT019,496.642413333333
FDX13,OUT010,579.3014833333335
FDF52,OUT046,3163.457707333331
FDT11,OUT013,2862.4539660000023
FDB08,OUT013,2515.8162926666596
FDQ28,OUT018,2087.4072826666684
FDD29,OUT045,5369.969952000018
NCQ29,OUT027,5979.03047599999
NCO02,OUT013,881.0708946666665
FDR56,OUT010,493.7017966666667
NCM54,OUT049,2002.906165999999
FDP51,OUT035,1971.8421573333321
FDT38,OUT013,1008.2786426666661
FDZ20,OUT018,2959.1636353333342
FDJ53,OUT013,1948.9319793333323
FDX13,OUT049,4082.068625333327
FDP58,OUT035,3863.6706899999967
NCK31,OUT019,104.96780866666684
FDA35,OUT018,1614.9644799999987
FDV37,OUT018,2694.299517999999
NCO07,OUT027,4699.3495600000015
FDA20,OUT045,2707.3491979999962
FDZ59,OUT035,3110.302454666668
NCY17,OUT017,836.0650339999983
FDQ28,OUT035,2509.3336199999994
FDV35,OUT017,2687.5261126666724
FDQ36,OUT013,565.976606
FDD34,OUT018,2401.873499999999
FDK51,OUT045,4219.875909333325
FDV31,OUT035,1754.1144606666646
FDR04,OUT035,1454.9061600000016
FDR14,OUT049,789.7209153333354
DRC36,OUT010,453.36319400000093
FDE39,OUT019,305.8529846666661
FDP57,OUT049,1413.8041066666683
FDE57,OUT046,2440.1592193333327
NCN18,OUT046,1744.926420666665
NCQ05,OUT018,2423.918137999999
FDW47,OUT035,2448.5172286666693
FDV46,OUT035,1768.6732873333326
NCP29,OUT045,835.0818693333337
FDE09,OUT018,1652.7330946666684
NCU06,OUT027,6935.09264399999
FDT19,OUT010,483.6104880000005
DRF15,OUT017,2268.9975746666696
DRI51,OUT013,2579.870691333335
NCX54,OUT013,1814.8753686666644
DRE01,OUT013,3955.5133613333346
NCB07,OUT045,2884.753827333333
FDU50,OUT035,1575.0963759999997
FDG40,OUT035,607.316128
FDW10,OUT018,2730.28156933333
FDX51,OUT013,2593.3997473333334
NCP17,OUT045,1263.9569393333309
FDP21,OUT035,3176.427491333332
FDL04,OUT045,1567.4552113333375
FDV23,OUT013,2009.9614266666626
FDF24,OUT046,1306.9010393333356
FDH56,OUT027,3291.555408000005
FDB51,OUT049,956.5082539999987
FDI58,OUT027,2268.42498666667
FDR20,OUT013,730.8109313333331
FDC51,OUT018,1859.5216973333313
FDB16,OUT027,1903.7685459999993
FDE40,OUT049,813.8717006666677
NCM17,OUT035,651.8115419999988
FDU56,OUT035,2882.7519886666605
FDS32,OUT019,298.24511000000035
FDX02,OUT049,4214.30538266667
FDT39,OUT027,5386.435186000006
FDE35,OUT017,695.1639993333332
NCI42,OUT019,452.5065313333324
DRL23,OUT046,1722.8063253333326
FDA10,OUT046,1709.4304033333285
FDA11,OUT013,1409.9047379999995
NCM06,OUT046,2453.7082493333355
NCT05,OUT035,4028.6936586666657
NCQ02,OUT010,462.7265613333329
NCY06,OUT049,2341.4920979999974
FDY56,OUT035,5000.637376000002
FDL02,OUT035,2095.7675113333353
NCI06,OUT035,3410.4517526666664
FDQ14,OUT045,2301.4175959999993
FDQ12,OUT017,3465.9062346666715
FDP36,OUT046,864.8963933333328
FDK21,OUT027,7811.019123999989
FDO40,OUT045,2591.406785999998
NCK54,OUT019,256.512766
FDY09,OUT018,2648.8054039999997
NCW30,OUT049,3987.627114666663
NCC55,OUT027,721.9957393333345
FDE58,OUT018,1512.4667893333308
FDR39,OUT013,3332.331219333334
FDU28,OUT049,3288.8189700000007
FDH08,OUT017,3622.9462613333358
FDG35,OUT045,3311.4805826666666
FDG22,OUT049,574.296886666667
FDC34,OUT035,3552.979558666669
FDP15,OUT018,3477.9483373333314
FDK34,OUT010,549.4159406666669
FDU45,OUT035,2230.9493240000006
FDQ04,OUT027,715.6040593333332
FDX22,OUT018,2655.5566159999976
FDB45,OUT017,1060.4773626666633
NCH43,OUT027,4470.023627333333
DRE60,OUT046,4991.566960666674
FDD17,OUT027,6100.632188000004
NCM54,OUT017,2030.053051333333
NCH55,OUT013,1659.812768
NCT06,OUT017,2493.986929999999
FDA48,OUT027,4292.687797333334
FDY58,OUT027,7360.090538666658
FDO25,OUT045,3881.387628
FDN50,OUT045,1590.4008986666659
FDH35,OUT035,2091.111350000001
FDK09,OUT045,3826.9873293333235
FDO16,OUT013,2044.230152666667
FDW11,OUT045,1024.1535340000019
FDU47,OUT027,4432.849794000002
NCQ42,OUT010,243.45420866666652
FDK55,OUT027,2792.2764266666672
FDN08,OUT049,1719.4196226666638
FDT57,OUT045,3643.3042059999875
FDJ12,OUT018,3245.925914666667
DRL59,OUT017,891.3464080000007
NCN53,OUT046,647.0488526666661
FDO51,OUT010,76.95982200000003
FDK56,OUT017,3431.09599133334
FDY12,OUT035,896.0003500000007
FDU15,OUT035,698.0225006666658
FDQ19,OUT046,3636.5552133333363
DRF15,OUT045,2155.867058000001
DRE25,OUT019,199.53360200000012
FDK57,OUT018,2027.403167333334
FDD33,OUT010,569.1014273333328
FDR34,OUT027,6723.825426666659
FDU04,OUT045,1907.2684346666692
FDE35,OUT019,121.88578666666673
NCD31,OUT035,3378.8395686666686
FDJ56,OUT035,2500.4185579999967
NCU53,OUT046,2289.0647866666695
